ENU,JPN,engjpn25115,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1735,"This software is cheap, simple, and quick in taking action.",99,2021-05-14 00:51:39.889000,2021-05-14 00:51:51.095000,0:00:11.206000
ENU,JPN,engjpn25116,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1452,Detection time was 4ms.,99,2021-05-14 22:42:00.385000,2021-05-14 22:42:13.887000,0:00:13.502000
ENU,JPN,engjpn25124,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1314,"The distance to the screen reached 125mm, and largest half angle of field reached 80 degrees, and the depth of the television is 26cm, while screen strain 0.4% or less and contrast of 3000:1 are achieved.",99,2021-05-14 00:02:13.637000,2021-05-14 00:02:19.644000,0:00:06.007000
ENU,JPN,engjpn25138,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,271,"By a new addition of 9 channel polarimeter to the conventional 5 channel, the measurement of the safety factor ""q distribution"" for the whole range of the minor plasma radius (R=3.04〜4.29m) became possible.",99,2021-05-15 15:31:58.955000,2021-05-15 15:32:03.389000,0:00:04.434000
ENU,JPN,engjpn25140,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1762,Electrical evaluation of high frequency insulation ceramics and a dielectric resonator capable of measuring low dielectric loss in microwave band are introduced.,75,2021-05-19 12:16:19.677000,2021-05-19 12:16:55.439000,0:00:35.762000
ENU,JPN,engjpn25106,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1204,"It has been already entering into the ubiquitous society, and the diffusion of the portable telephone is over 70% of the total population.",78,2021-05-13 20:48:21.553000,2021-05-13 20:48:40.072000,0:00:18.519000
ENU,JPN,engjpn2514a,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,858,"The re-rise of a tumor marker was recognized in postoperative 16th month, and the progress of the symptom could not be stopped, and the case died of the carcinomatous peritonitis.",65,2021-05-17 10:18:53.908000,2021-05-17 10:19:01.985000,0:00:08.077000
ENU,JPN,engjpn2511f,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,520,No side effect was noted during treatment.,100,2021-05-16 00:55:32.099000,2021-05-16 00:55:37.599000,0:00:05.500000
ENU,JPN,engjpn2513b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,980,Ayclovir produced a transient improvement.,80,2021-05-15 08:26:09.296000,2021-05-15 08:26:17.725000,0:00:08.429000
ENU,JPN,engjpn2512b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1564,The disaster prevention countermeasures of the clean room are introduced.,95,2021-05-16 03:11:03.967000,2021-05-16 03:11:08.888000,0:00:04.921000
ENU,JPN,engjpn25136,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1802,Red oxide (ferric oxide) (I) of reddish brown pigment and titanium oxide covered mica (II) are used as microscopic examination samples.,98,2021-05-15 09:12:37.664000,2021-05-15 09:12:51.016000,0:00:13.352000
ENU,JPN,engjpn25117,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1717,The results indicate the presence of an optimum rotation speed.,83,2021-05-17 23:35:21.512000,2021-05-17 23:35:35.963000,0:00:14.451000
ENU,JPN,engjpn25127,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1261,"As a domain model construction expression technique,introducing method of UML and specification of equational related equation.",59,2021-05-14 21:29:48.049000,2021-05-14 21:30:44.802000,0:00:56.753000
ENU,JPN,engjpn25133,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1470,"The shipment of gasoline engine is 6173000, and it is almost equal to the preceding year.",82,2021-05-14 22:31:00.550000,2021-05-14 22:31:14.958000,0:00:14.408000
ENU,JPN,engjpn2510e,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1665,"The pilot‐in‐command immediately took a corrective action to return the airplane to the direction of runway, however while the airplane could not attain altitude, the left landing gear touched the left runway light, then the airplane was forced to land on a farm in a riverbed located about 500m from the end of the runway and damaged badly.",33,2021-05-14 06:06:24.564000,2021-05-14 06:06:32.312000,0:00:07.748000
ENU,JPN,engjpn2511a,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,416,"Possibilities including increase of sugar transporter SGLUT1 and glucose transporter 2mRNA, increase of SGLUT1 protein, and increase of lactase and maltase activities was indicated.",100,2021-05-18 23:38:51.782000,2021-05-18 23:39:10.721000,0:00:18.939000
ENU,JPN,engjpn25148,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,734,3 cases of the lumbar spinal canal stenosis which produced the paraplegia were examined with the factor which is related to postoperative result and it it.,68,2021-05-17 00:53:56.011000,2021-05-17 00:54:07.649000,0:00:11.638000
ENU,JPN,engjpn25127,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,546,"Among the small-type Crustacea, Paracanthomysis hispida of Mysidae, and Caprella japonica and C. tsugarensis of Caprellidae were confirmed for the first time in Ibaraki Prefecture.",100,2021-05-14 21:56:30.988000,2021-05-14 21:56:35.843000,0:00:04.855000
ENU,JPN,engjpn25105,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,828,"In addition, objective evaluation of air flow restriction by a respiratory function test is necessary for the diagnosis of asthma.",100,2021-05-14 06:00:37.205000,2021-05-14 06:01:11.571000,0:00:34.366000
ENU,JPN,engjpn2511c,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1330,"Since the melting point is high, Sn-Ag-Cu solder, which is a lead free solder, can not be used for the packaging of the parts of which the heat-resistance is low.",65,2021-05-14 01:04:48.013000,2021-05-14 01:04:55.290000,0:00:07.277000
ENU,JPN,engjpn25110,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1283,"Housetenboss Co., Ltd. aims at completely new ""environmental future city"" where natural environment is preserved and comfortable life space is maintained.",90,2021-05-14 08:28:22.395000,2021-05-14 08:28:48.311000,0:00:25.916000
ENU,JPN,engjpn25122,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1495,"The unit gave a feeling at cornering that the running is smooth, secure and stable.",77,2021-05-19 11:19:08.449000,2021-05-19 11:19:21.125000,0:00:12.676000
ENU,JPN,engjpn25110,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,355,"By this approach, monodispersed swollen styrene particles were obtained and the fine particles in the title were synthesized.",89,2021-05-14 08:22:41.752000,2021-05-14 08:22:46.239000,0:00:04.487000
ENU,JPN,engjpn25121,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,59,"A conductively coupled plasma (CCP) source was used for the former, and an inductively coupled plasma (ICP) source was used for the latter.",89,2021-05-14 22:30:42.459000,2021-05-14 22:30:48.773000,0:00:06.314000
ENU,JPN,engjpn25109,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,182,"In multidimensional lattice, it is predicted that the steady localized mode exists.",76,2021-05-13 22:25:51.757000,2021-05-13 22:26:46.593000,0:00:54.836000
ENU,JPN,engjpn2512a,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,3,Responding to these changes DERS can compute new dose rate.,83,2021-05-15 19:44:00.626000,2021-05-15 19:44:08.588000,0:00:07.962000
ENU,JPN,engjpn25113,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1263,"For the model got by such procedure, it becomes possible that the program is generated automatically by applying the automation tool of design and programming.",71,2021-05-14 14:20:33.241000,2021-05-14 14:20:43.803000,0:00:10.562000
ENU,JPN,engjpn2513d,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,359,"CO2,NOX,and suspended particle materials will bring the problem.",76,2021-05-17 17:04:58.704000,2021-05-17 17:05:16.505000,0:00:17.801000
ENU,JPN,engjpn25122,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,904,"A 78‐year‐old female patient is administered 12mg a day of trichlorthiazide (I) for hypertension, and suddenly loses her consciousness when intravenous administration of sodium hydrogencarbonate agent is conducted for the treatment of systematic vertigo at her body motions.",81,2021-05-19 11:29:00.563000,2021-05-19 11:29:11.595000,0:00:11.032000
ENU,JPN,engjpn25135,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,202,"A helical polyimide (I) film and a straight chain type polyimide (II) film were formed on a glass substrate respectively, and in‐plane orientation and tilt irradiation were carried out using UV irradiation.",67,2021-05-15 09:25:25.730000,2021-05-15 09:27:55.897000,0:02:30.167000
ENU,JPN,engjpn2512f,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,932,"These patients showed no worsening of neurological symptoms after a one‐year follow‐up survey, and progressed well.",100,2021-05-17 01:04:50.118000,2021-05-17 01:04:55.953000,0:00:05.835000
ENU,JPN,engjpn25132,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,722,"For the purpose of confirmation of whether the unspecific substance has already combined in the primary reaction from measurement process and each reagent composition and checking of the difference in each item according to the reagent composition, each item was measured by an exclusive measurement container of F-750 to which antibody protein has not combined.",38,2021-05-15 08:37:27.930000,2021-05-15 08:37:52.509000,0:00:24.579000
ENU,JPN,engjpn25124,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,210,The research examples are introduced on the application to the hydrolysis of CFCs.,99,2021-05-14 00:01:55.024000,2021-05-14 00:02:01.769000,0:00:06.745000
ENU,JPN,engjpn25120,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1328,"Recently, the FCLED large image has been installed in broadcasting industry as a face of the broadcast station in outdoor of the new facility.",99,2021-05-16 06:23:26.819000,2021-05-16 06:23:37.484000,0:00:10.665000
ENU,JPN,engjpn25146,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1693,"In order to check the possibility of gauge thickness changing during rolling, the test system was provided after check by simulator using technique to control mass flow variation, and it was applied to actual rolling mill.",76,2021-05-16 05:27:51.620000,2021-05-16 05:28:32.881000,0:00:41.261000
ENU,JPN,engjpn25146,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1049,"This reagent is studied on the relations with the pyruvate to lactate method which is now widely practiced by many facilities, and with the reagents which are manufactured by other companies and conformed to JSCC recommendation.",73,2021-05-16 05:03:50.242000,2021-05-16 05:04:26.276000,0:00:36.034000
ENU,JPN,engjpn2512b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,674,"The object was 20 cases with 46 lesions of arteriosclerosis obliterans, for which the CTA of lower limb was performed.",79,2021-05-16 03:01:28.828000,2021-05-16 03:01:34.761000,0:00:05.933000
ENU,JPN,engjpn25102,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,171,Wear of a tube bracket of a heat exchanger is calculated from measured values of a laser displacement gauge and a strain gauge type force sensor.,53,2021-05-13 18:07:40.894000,2021-05-13 18:07:51.699000,0:00:10.805000
ENU,JPN,engjpn2511c,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1744,"The can contained foaming PUF tends to explode at a temperature over 40℃, and the gas is easy to leak out from the valve made of rubber in degradation.",65,2021-05-14 00:48:34.555000,2021-05-14 00:48:49.405000,0:00:14.850000
ENU,JPN,engjpn2511c,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,211,"Examination was made of the burning characteristics of an annihilation furnace using reprocessed Pu as the fuel, which was designed as a high temperature gas‐cooled reactor type furnace to annihilate minor actinoid (MA).",51,2021-05-14 00:56:39.109000,2021-05-14 00:56:48.016000,0:00:08.907000
ENU,JPN,engjpn25139,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,295,"The results showed that the friction coefficient of poly(2) brush was remarkably smaller than that of poly(1) brush in water, but reversely larger in air.",96,2021-05-18 22:27:48.142000,2021-05-18 22:28:23.157000,0:00:35.015000
ENU,JPN,engjpn25137,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1236,This paper describes the application of the package software.,99,2021-05-14 18:41:24.543000,2021-05-14 18:41:31.522000,0:00:06.979000
ENU,JPN,engjpn2513e,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1077,It was indicated that shock state followed by septicemia and succeeding acute rise in blood pressure resulted in rupture of aneurysm.,8,2021-05-15 19:15:38.018000,2021-05-15 19:16:02.263000,0:00:24.245000
ENU,JPN,engjpn2512b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,856,"The following were carried out after the preoperative systemic chemotherapy : Left pectorails muscle preservation ablatio mammae, left axillary lymph node purification, right mammae partial excision.",83,2021-05-16 02:49:20.173000,2021-05-16 02:49:31.559000,0:00:11.386000
ENU,JPN,engjpn2513c,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1078,This paper describes Dr.J.Folkman's lecture both on the concept of tumor dormancy (TD) and on the relation between TD and angiogenesis.,77,2021-05-14 22:48:07.365000,2021-05-14 22:48:15.671000,0:00:08.306000
ENU,JPN,engjpn2513c,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,129,"It originates from the law of conservation of mass to explain combustion in 17th Century and advanced to the law of definite proportions (1799), atom hypothesis (1803), law of multiple proportions, and the law of gas reactions (1808).",76,2021-05-14 22:53:16.015000,2021-05-14 22:53:25.880000,0:00:09.865000
ENU,JPN,engjpn25102,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1251,The local control in TSL system is realized by changing the parameters of rewriting production.,99,2021-05-13 18:05:30.083000,2021-05-13 18:05:45.809000,0:00:15.726000
ENU,JPN,engjpn2513f,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1536,"This paper explains examples of drilling, drilling conditions, etc. including chip handling.",62,2021-05-19 19:00:41.681000,2021-05-19 19:01:40.106000,0:00:58.425000
ENU,JPN,engjpn25105,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1360,"By optimizing TFT structure for controlling field emission silicon, especially, reducing high withstand voltage and off-current, here was realized perfect control of emission current based on the built-in TFT.",65,2021-05-14 06:10:50.364000,2021-05-14 06:11:16.317000,0:00:25.953000
ENU,JPN,engjpn2510c,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1625,"The basis of measuring method is the thickening of a general environment odor, and the concentration is measured by current three point comparison type smell bag method.",98,2021-05-14 21:47:19.955000,2021-05-14 21:54:31.277000,0:07:11.322000
ENU,JPN,engjpn2510d,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1489,This paper reports experiments using minimym cutting equipments and cutting simulation of atomistic models.,73,2021-05-13 21:00:08.816000,2021-05-13 21:01:32.018000,0:01:23.202000
ENU,JPN,engjpn2514b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1133,"This paper describes the appropriate patients and their age range, surgical technique, and instruments of pneumoscopy.",60,2021-05-17 00:12:26.643000,2021-05-17 00:12:35.913000,0:00:09.270000
ENU,JPN,engjpn25105,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,419,"As its representative example, space pattern formation of chromosomes structure was taken up here.",99,2021-05-14 07:32:46.202000,2021-05-14 07:33:18.307000,0:00:32.105000
ENU,JPN,engjpn2511f,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1256,"Next, the method integrates the regions by the brightness average and a histogram comparison and deletes the minute region then makes the coding.",98,2021-05-16 05:56:40.635000,2021-05-16 05:56:43.963000,0:00:03.328000
ENU,JPN,engjpn2512d,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,682,Good repair results for the cell transplantation group is recognized.,83,2021-05-19 12:59:13.875000,2021-05-19 12:59:23.001000,0:00:09.126000
ENU,JPN,engjpn25134,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1087,The least invasive radical treatment at present is an endoscopic mucosa resection (EMR) of the stomach.,69,2021-05-14 20:28:17.651000,2021-05-14 20:28:50.400000,0:00:32.749000
ENU,JPN,engjpn2510b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,189,"This paper briefly explains the measurement principle, merits and demerits of the typical flow sensors, and presents the examples of the application range expanded by means of the recent technology.",72,2021-05-14 08:51:36.557000,2021-05-14 08:51:42.189000,0:00:05.632000
ENU,JPN,engjpn2510f,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1291,"In Chapter 4, measured results by the broadband Krypton detector and its validity were discussed.",83,2021-05-13 22:12:48.289000,2021-05-13 22:13:04.187000,0:00:15.898000
ENU,JPN,engjpn25145,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1248,"As a major achievement, virtual kabuki was developed in which a person is changed into a kabuki actor by using interactive environment which creates virtual environment according to communication, sensitivity agent which changes the facial expression according to the recognition of the eight patterns of feeling included in voice, such a pleasure, anger, sadness and delight, and a technology to reproduce three dimentional face model by detecting the expression image from a face image on real time.",74,2021-05-17 02:24:09.233000,2021-05-17 02:24:30.135000,0:00:20.902000
ENU,JPN,engjpn25108,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,257,Laser work is done by local heating and ablation with high density light flux.,81,2021-05-14 12:58:41.144000,2021-05-14 12:58:49.924000,0:00:08.780000
ENU,JPN,engjpn25102,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1453,Analysis showed that a 60% drop accident of bus‐bar voltage was recovered to 96%.,93,2021-05-13 18:02:18.308000,2021-05-13 18:02:29.754000,0:00:11.446000
ENU,JPN,engjpn25125,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,177,The energy transfer from the first gas molecule to the surface in the collision is also analyzed.,64,2021-05-15 06:15:58.607000,2021-05-15 06:16:21.790000,0:00:23.183000
ENU,JPN,engjpn2513b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1663,"This paper explains the report of the Ministry of International Trade and Industry and Agency of Natural Resources and Energy on the supply of petroleum products, the pillar of which consists of ""the freedom of choice"" mutually conferred on each businessmand and ""the clarification of the terms of transaction"".",77,2021-05-15 08:18:25.231000,2021-05-15 08:18:53.282000,0:00:28.051000
ENU,JPN,engjpn2512d,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,629,"From the manuring irrigation experimental result, total population of large soil animals inpasture where slurry is scattered is less than that in chemical fertilizer zone, but it increased in the fourth year.",79,2021-05-19 12:08:54.660000,2021-05-19 12:09:10.976000,0:00:16.316000
ENU,JPN,engjpn2514b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1393,Situation of progressing the separation of current between wires in current limiter around the quench is also examined.,52,2021-05-16 23:30:03.570000,2021-05-16 23:30:22.758000,0:00:19.188000
ENU,JPN,engjpn2512f,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1631,International and Japanese measures for tanker accidents are explained.,63,2021-05-17 01:02:38.851000,2021-05-17 01:02:44.914000,0:00:06.063000
ENU,JPN,engjpn25122,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,985,"After services, their foot arch heights lower in almost all cases, and the rates of lowering in foot height in group having foot complaints are larger than in group having no foot complaint.",80,2021-05-19 11:04:39.019000,2021-05-19 11:04:48.190000,0:00:09.171000
ENU,JPN,engjpn25122,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,312,"When large intermittent pulses radiate discharge light, and when nitrogen discharge light is not radiated, it was proven that it changed to small group pulses from Lissajou's figure of discharge current.",78,2021-05-19 11:12:19.270000,2021-05-19 11:12:36.263000,0:00:16.993000
ENU,JPN,engjpn2513b,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,103,"The following are described as recent trends of forming technologies : Methos including mold designs to utilize materials characteristics, and those to improve weld strength.",78,2021-05-15 08:03:07.335000,2021-05-15 08:03:21.859000,0:00:14.524000
ENU,JPN,engjpn2512d,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,589,Conditions provided as goods are described.,82,2021-05-19 12:03:09.686000,2021-05-19 12:03:20.082000,0:00:10.396000
ENU,JPN,engjpn25125,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1755,Major detergent manufactures in Japan have changed the surfactants in their products from anionic LAS to nonionic POER.,50,2021-05-15 07:53:08.683000,2021-05-15 07:53:21.518000,0:00:12.835000
ENU,JPN,engjpn25111,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1136,It is necessary to keep in mind the actions to perioperative troubles and subsequent treatments.,87,2021-05-14 10:15:49.407000,2021-05-14 10:15:52.831000,0:00:03.424000
ENU,JPN,engjpn25109,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,872,"In hepatocellular carcinoma, lymph node metastasis and remote metastasis are less than intrahepatic bile duct cancer which is the equal primary hepatic cancer.",88,2021-05-13 23:01:30.471000,2021-05-13 23:02:13.699000,0:00:43.228000
ENU,JPN,engjpn25104,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1009,Seventy patients answered it.,89,2021-05-13 20:44:24.387000,2021-05-13 20:44:32.656000,0:00:08.269000
ENU,JPN,engjpn25142,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,247,This paper views present states of this research and development.,79,2021-05-16 01:21:45.681000,2021-05-16 01:22:19.111000,0:00:33.430000
ENU,JPN,engjpn2511a,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1331,"Therefore, the Sn-Zn solder, in which the melting point is low, is noticed.",100,2021-05-18 21:05:55.712000,2021-05-18 21:05:59.918000,0:00:04.206000
ENU,JPN,engjpn25133,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1106,"The osteosynthesis was carried out, and outside retinaculum separation and inside joint sewing up technique were carried out for the dislocation.",76,2021-05-14 21:48:17.662000,2021-05-14 21:48:38.034000,0:00:20.372000
ENU,JPN,engjpn2514a,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,993,Nonspecific reaction was not observed because nonspecific reaction‐inhibiting reagent was added into buffer.,79,2021-05-17 10:15:02.077000,2021-05-17 10:15:09.804000,0:00:07.727000
ENU,JPN,engjpn2511f,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1175,"In two‐beam slice type, the measurement and reorganization of the differences and directions of the principal stress are reported.",0,2021-05-16 05:48:49.431000,2021-05-16 05:49:04.420000,0:00:14.989000
ENU,JPN,engjpn25142,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1579,The swelling and contraction of subgrade by the repetition of simple drying and wetting was taken into consideration.,77,2021-05-16 01:11:40.257000,2021-05-16 01:11:57.041000,0:00:16.784000
ENU,JPN,engjpn25113,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,217,The melt fracture characteristics of HDPE.,88,2021-05-14 14:11:55.081000,2021-05-14 14:12:04.703000,0:00:09.622000
ENU,JPN,engjpn25104,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,431,"Then, the micro cytophilic array was formed by a plasma etching technique.",75,2021-05-13 20:49:19.219000,2021-05-13 20:49:43.468000,0:00:24.249000
ENU,JPN,engjpn25142,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1042,"The research clinically aimed to understand the cerebral circulation failure development mechanism for the prenatal to neonatal stage, and to develop learly diagnosis and treatment methods.",77,2021-05-16 01:56:07.674000,2021-05-16 01:57:30.301000,0:01:22.627000
ENU,JPN,engjpn25134,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1757,"Then, for the purpose of lowering the lethal toxicity of POER‐containing detergetns, an experiment of the lethal toxicity on Oryzias latipes was conducted under conditions similar to actual washing.",64,2021-05-14 19:27:52.919000,2021-05-14 19:28:17.658000,0:00:24.739000
ENU,JPN,engjpn25114,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,219,And the mechanism generating spiraling melt fracture.,51,2021-05-14 16:05:37.141000,2021-05-14 16:07:43.571000,0:02:06.430000
ENU,JPN,engjpn25132,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,405,Iron absorption from the duodenum is adjusted by the transporter of the duodenum (DMT-1 and ferroportin).,62,2021-05-15 08:36:13.959000,2021-05-15 08:36:21.051000,0:00:07.092000
ENU,JPN,engjpn25129,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1783,Antibacterial and deodorization functions have recently been required for people to enjoy comfortable lives.,65,2021-05-17 23:00:04.211000,2021-05-17 23:03:41.954000,0:03:37.743000
ENU,JPN,engjpn25115,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,172,A laser Doppler vibrometer which has high‐resolution is utilized for vibration measurement.,46,2021-05-14 00:48:40.362000,2021-05-14 00:48:51.924000,0:00:11.562000
ENU,JPN,engjpn25135,NTT_0422123316_aspec-je.test.en.leca-search.result.jpn.txt,1014,"At the time of the study, knee joint radiography (standing, front view) provided a mean value of 170.6 degree, with the target angle maintained.",28,2021-05-15 08:57:53.521000,2021-05-15 08:58:01.237000,0:00:07.716000
